Id	Jacket	Title	Artist	Game Version	Category	Dx Version	Difficulty Id	International	Locked	Uni	Uni+	Fes	Fes+	Power	Tech	Intelligence	Stamina	Trills	Spins	Search Tags
228	https://maimaidx-eng.com/maimai-mobile/img/Music/0ef9e229fe56a094.png	神々の祈り	舞風-MAIKAZE/沙紗飛鳥	8	16	1	1	1	0	3.0	3.0	3.0	3.0							kaminoinori, maifmaikazeisagoshahich, 神々の祈り, 舞風-MAIKAZE/沙紗飛鳥
228	https://maimaidx-eng.com/maimai-mobile/img/Music/0ef9e229fe56a094.png	神々の祈り	舞風-MAIKAZE/沙紗飛鳥	8	16	1	2	1	0	6.0	6.0	6.0	6.0							kaminoinori, maifmaikazeisagoshahich, 神々の祈り, 舞風-MAIKAZE/沙紗飛鳥
228	https://maimaidx-eng.com/maimai-mobile/img/Music/0ef9e229fe56a094.png	神々の祈り	舞風-MAIKAZE/沙紗飛鳥	8	16	1	4	1	0	8.0	8.0	8.0	8.0							kaminoinori, maifmaikazeisagoshahich, 神々の祈り, 舞風-MAIKAZE/沙紗飛鳥
228	https://maimaidx-eng.com/maimai-mobile/img/Music/0ef9e229fe56a094.png	神々の祈り	舞風-MAIKAZE/沙紗飛鳥	8	16	1	8	1	0	12.0	12.0	12.0	12.0							kaminoinori, maifmaikazeisagoshahich, 神々の祈り, 舞風-MAIKAZE/沙紗飛鳥
229	https://maimaidx-eng.com/maimai-mobile/img/Music/ee70905d359ecf78.png	願いを呼ぶ季節	舞風-MAIKAZE/時音-TOKINE	64	16	1	1	1	0	4.0	4.0	4.0	4.0							negaioyobukisetsu, maifmaikazejiototokine, 願いを呼ぶ季節, 舞風-MAIKAZE/時音-TOKINE
229	https://maimaidx-eng.com/maimai-mobile/img/Music/ee70905d359ecf78.png	願いを呼ぶ季節	舞風-MAIKAZE/時音-TOKINE	64	16	1	2	1	0	6.0	6.0	6.0	6.0							negaioyobukisetsu, maifmaikazejiototokine, 願いを呼ぶ季節, 舞風-MAIKAZE/時音-TOKINE
229	https://maimaidx-eng.com/maimai-mobile/img/Music/ee70905d359ecf78.png	願いを呼ぶ季節	舞風-MAIKAZE/時音-TOKINE	64	16	1	4	1	0	9.0	9.0	9.0	9.0							negaioyobukisetsu, maifmaikazejiototokine, 願いを呼ぶ季節, 舞風-MAIKAZE/時音-TOKINE
229	https://maimaidx-eng.com/maimai-mobile/img/Music/ee70905d359ecf78.png	願いを呼ぶ季節	舞風-MAIKAZE/時音-TOKINE	64	16	1	8	1	0	12.5	12.5	12.5	12.5							negaioyobukisetsu, maifmaikazejiototokine, 願いを呼ぶ季節, 舞風-MAIKAZE/時音-TOKINE
230	https://maimaidx-eng.com/maimai-mobile/img/Music/006fe0acc3124e63.png	明星ロケット	岸田教団＆THE明星ロケッツ	16	16	1	1	1	0	4.0	4.0	4.0	4.0							myjroketto, kishidakydanthemyjrokettsu, 明星ロケット, 岸田教団＆THE明星ロケッツ
230	https://maimaidx-eng.com/maimai-mobile/img/Music/006fe0acc3124e63.png	明星ロケット	岸田教団＆THE明星ロケッツ	16	16	1	2	1	0	6.0	6.0	6.0	6.0							myjroketto, kishidakydanthemyjrokettsu, 明星ロケット, 岸田教団＆THE明星ロケッツ
230	https://maimaidx-eng.com/maimai-mobile/img/Music/006fe0acc3124e63.png	明星ロケット	岸田教団＆THE明星ロケッツ	16	16	1	4	1	0	9.0	9.0	9.0	9.0							myjroketto, kishidakydanthemyjrokettsu, 明星ロケット, 岸田教団＆THE明星ロケッツ
230	https://maimaidx-eng.com/maimai-mobile/img/Music/006fe0acc3124e63.png	明星ロケット	岸田教団＆THE明星ロケッツ	16	16	1	8	1	0	11.7	11.7	11.7	11.7							myjroketto, kishidakydanthemyjrokettsu, 明星ロケット, 岸田教団＆THE明星ロケッツ
230	https://maimaidx-eng.com/maimai-mobile/img/Music/006fe0acc3124e63.png	明星ロケット	岸田教団＆THE明星ロケッツ	16	16	1	16	1	0	12.0	12.0	12.0	12.0							myjroketto, kishidakydanthemyjrokettsu, 明星ロケット, 岸田教団＆THE明星ロケッツ
231	https://maimaidx-eng.com/maimai-mobile/img/Music/94d6991c0998cadd.png	緋色のDance	岸田教団＆THE明星ロケッツ	16	16	1	1	1	0	4.0	4.0	4.0	4.0							hiironodance, kishidakydanthemyjrokettsu, 緋色のDance, 岸田教団＆THE明星ロケッツ
231	https://maimaidx-eng.com/maimai-mobile/img/Music/94d6991c0998cadd.png	緋色のDance	岸田教団＆THE明星ロケッツ	16	16	1	2	1	0	6.0	6.0	6.0	6.0							hiironodance, kishidakydanthemyjrokettsu, 緋色のDance, 岸田教団＆THE明星ロケッツ
231	https://maimaidx-eng.com/maimai-mobile/img/Music/94d6991c0998cadd.png	緋色のDance	岸田教団＆THE明星ロケッツ	16	16	1	4	1	0	9.7	9.7	9.7	9.7							hiironodance, kishidakydanthemyjrokettsu, 緋色のDance, 岸田教団＆THE明星ロケッツ
231	https://maimaidx-eng.com/maimai-mobile/img/Music/94d6991c0998cadd.png	緋色のDance	岸田教団＆THE明星ロケッツ	16	16	1	8	1	0	12.8	13.3	13.3	13.3							hiironodance, kishidakydanthemyjrokettsu, 緋色のDance, 岸田教団＆THE明星ロケッツ
231	https://maimaidx-eng.com/maimai-mobile/img/Music/94d6991c0998cadd.png	緋色のDance	岸田教団＆THE明星ロケッツ	16	16	1	16	1	0	13.7	13.7	13.7	13.7			1				hiironodance, kishidakydanthemyjrokettsu, 緋色のDance, 岸田教団＆THE明星ロケッツ
232	https://maimaidx-eng.com/maimai-mobile/img/Music/95e9c961555d4e4b.png	YU-MU	岸田教団＆THE明星ロケッツ	64	16	1	1	1	0	4.0	4.0	4.0	4.0							yumu, kishidakydanthemyjrokettsu, YU-MU, 岸田教団＆THE明星ロケッツ
232	https://maimaidx-eng.com/maimai-mobile/img/Music/95e9c961555d4e4b.png	YU-MU	岸田教団＆THE明星ロケッツ	64	16	1	2	1	0	6.0	6.0	6.0	6.0							yumu, kishidakydanthemyjrokettsu, YU-MU, 岸田教団＆THE明星ロケッツ
232	https://maimaidx-eng.com/maimai-mobile/img/Music/95e9c961555d4e4b.png	YU-MU	岸田教団＆THE明星ロケッツ	64	16	1	4	1	0	9.7	9.7	9.7	9.7							yumu, kishidakydanthemyjrokettsu, YU-MU, 岸田教団＆THE明星ロケッツ
232	https://maimaidx-eng.com/maimai-mobile/img/Music/95e9c961555d4e4b.png	YU-MU	岸田教団＆THE明星ロケッツ	64	16	1	8	1	0	12.7	13.2	13.2	13.2							yumu, kishidakydanthemyjrokettsu, YU-MU, 岸田教団＆THE明星ロケッツ
233	https://maimaidx-eng.com/maimai-mobile/img/Music/1cbcb0782170f442.png	エテルニタス・ルドロジー	IRON ATTACK!	128	16	1	1	1	0	4.0	4.0	4.0	4.0							eterunitasurudoroj, iron attack, エテルニタス・ルドロジー, IRON ATTACK!
233	https://maimaidx-eng.com/maimai-mobile/img/Music/1cbcb0782170f442.png	エテルニタス・ルドロジー	IRON ATTACK!	128	16	1	2	1	0	6.0	6.0	6.0	6.0							eterunitasurudoroj, iron attack, エテルニタス・ルドロジー, IRON ATTACK!
233	https://maimaidx-eng.com/maimai-mobile/img/Music/1cbcb0782170f442.png	エテルニタス・ルドロジー	IRON ATTACK!	128	16	1	4	1	0	10.0	10.0	10.0	10.0							eterunitasurudoroj, iron attack, エテルニタス・ルドロジー, IRON ATTACK!
233	https://maimaidx-eng.com/maimai-mobile/img/Music/1cbcb0782170f442.png	エテルニタス・ルドロジー	IRON ATTACK!	128	16	1	8	1	0	13.4	13.7	13.7	13.7							eterunitasurudoroj, iron attack, エテルニタス・ルドロジー, IRON ATTACK!
234	https://maimaidx-eng.com/maimai-mobile/img/Music/5177ad4303c2b997.png	エピクロスの虹はもう見えない	SYNC.ART'S feat. 美里	8	16	1	1	1	0	4.0	4.0	4.0	4.0							epikurosunonijiwammienai, syncarts feat misato, エピクロスの虹はもう見えない, SYNC.ART'S feat. 美里
234	https://maimaidx-eng.com/maimai-mobile/img/Music/5177ad4303c2b997.png	エピクロスの虹はもう見えない	SYNC.ART'S feat. 美里	8	16	1	2	1	0	6.0	6.0	6.0	6.0							epikurosunonijiwammienai, syncarts feat misato, エピクロスの虹はもう見えない, SYNC.ART'S feat. 美里
234	https://maimaidx-eng.com/maimai-mobile/img/Music/5177ad4303c2b997.png	エピクロスの虹はもう見えない	SYNC.ART'S feat. 美里	8	16	1	4	1	0	8.7	8.7	8.7	8.7							epikurosunonijiwammienai, syncarts feat misato, エピクロスの虹はもう見えない, SYNC.ART'S feat. 美里
234	https://maimaidx-eng.com/maimai-mobile/img/Music/5177ad4303c2b997.png	エピクロスの虹はもう見えない	SYNC.ART'S feat. 美里	8	16	1	8	1	0	11.0	11.0	11.0	11.0							epikurosunonijiwammienai, syncarts feat misato, エピクロスの虹はもう見えない, SYNC.ART'S feat. 美里
234	https://maimaidx-eng.com/maimai-mobile/img/Music/5177ad4303c2b997.png	エピクロスの虹はもう見えない	SYNC.ART'S feat. 美里	8	16	1	16	1	0	12.7	13.2	13.2	13.2		1					epikurosunonijiwammienai, syncarts feat misato, エピクロスの虹はもう見えない, SYNC.ART'S feat. 美里
235	https://maimaidx-eng.com/maimai-mobile/img/Music/8a064a44f10b8684.png	四次元跳躍機関	koutaq	32	16	1	1	1	0	4.0	4.0	4.0	4.0							yonjigenchyakukikan, koutaq, 四次元跳躍機関, koutaq
235	https://maimaidx-eng.com/maimai-mobile/img/Music/8a064a44f10b8684.png	四次元跳躍機関	koutaq	32	16	1	2	1	0	6.0	6.0	6.0	6.0							yonjigenchyakukikan, koutaq, 四次元跳躍機関, koutaq
235	https://maimaidx-eng.com/maimai-mobile/img/Music/8a064a44f10b8684.png	四次元跳躍機関	koutaq	32	16	1	4	1	0	9.7	9.7	9.7	9.7							yonjigenchyakukikan, koutaq, 四次元跳躍機関, koutaq
235	https://maimaidx-eng.com/maimai-mobile/img/Music/8a064a44f10b8684.png	四次元跳躍機関	koutaq	32	16	1	8	1	0	12.9	13.4	13.4	13.4							yonjigenchyakukikan, koutaq, 四次元跳躍機関, koutaq
236	https://maimaidx-eng.com/maimai-mobile/img/Music/429ffeb7adc6ce8f.png	少女幻葬戦慄曲 ～ Necro Fantasia	どぶウサギ	64	16	1	1	1	0	5.0	5.0	5.0	5.0							shjomaboroshissenritsukyoku  necro fantasia, dobuusagi, 少女幻葬戦慄曲 ～ Necro Fantasia, どぶウサギ
236	https://maimaidx-eng.com/maimai-mobile/img/Music/429ffeb7adc6ce8f.png	少女幻葬戦慄曲 ～ Necro Fantasia	どぶウサギ	64	16	1	2	1	0	7.0	7.0	7.0	7.0							shjomaboroshissenritsukyoku  necro fantasia, dobuusagi, 少女幻葬戦慄曲 ～ Necro Fantasia, どぶウサギ
236	https://maimaidx-eng.com/maimai-mobile/img/Music/429ffeb7adc6ce8f.png	少女幻葬戦慄曲 ～ Necro Fantasia	どぶウサギ	64	16	1	4	1	0	9.7	9.7	9.7	9.7							shjomaboroshissenritsukyoku  necro fantasia, dobuusagi, 少女幻葬戦慄曲 ～ Necro Fantasia, どぶウサギ
236	https://maimaidx-eng.com/maimai-mobile/img/Music/429ffeb7adc6ce8f.png	少女幻葬戦慄曲 ～ Necro Fantasia	どぶウサギ	64	16	1	8	1	0	13.6	13.9	13.9	13.9							shjomaboroshissenritsukyoku  necro fantasia, dobuusagi, 少女幻葬戦慄曲 ～ Necro Fantasia, どぶウサギ
237	https://maimaidx-eng.com/maimai-mobile/img/Music/1a6809509ac644e8.png	妖精村の月誕祭 ～Lunate Elf	どぶウサギ	512	16	1	1	1	0	4.0	4.0	4.0	4.0							yseimuranotsukisai lunate elf, dobuusagi, 妖精村の月誕祭 ～Lunate Elf, どぶウサギ
237	https://maimaidx-eng.com/maimai-mobile/img/Music/1a6809509ac644e8.png	妖精村の月誕祭 ～Lunate Elf	どぶウサギ	512	16	1	2	1	0	6.0	6.0	6.0	6.0							yseimuranotsukisai lunate elf, dobuusagi, 妖精村の月誕祭 ～Lunate Elf, どぶウサギ
237	https://maimaidx-eng.com/maimai-mobile/img/Music/1a6809509ac644e8.png	妖精村の月誕祭 ～Lunate Elf	どぶウサギ	512	16	1	4	1	0	9.0	9.0	9.0	9.0							yseimuranotsukisai lunate elf, dobuusagi, 妖精村の月誕祭 ～Lunate Elf, どぶウサギ
237	https://maimaidx-eng.com/maimai-mobile/img/Music/1a6809509ac644e8.png	妖精村の月誕祭 ～Lunate Elf	どぶウサギ	512	16	1	8	1	0	13.0	13.3	13.3	13.3							yseimuranotsukisai lunate elf, dobuusagi, 妖精村の月誕祭 ～Lunate Elf, どぶウサギ
238	https://maimaidx-eng.com/maimai-mobile/img/Music/50b8ca28805478d2.png	Jimang Shot	じまんぐ	64	16	1	1	1	0	4.0	4.0	4.0	4.0							jimang shot, jimangu, Jimang Shot, じまんぐ
238	https://maimaidx-eng.com/maimai-mobile/img/Music/50b8ca28805478d2.png	Jimang Shot	じまんぐ	64	16	1	2	1	0	6.0	6.0	6.0	6.0							jimang shot, jimangu, Jimang Shot, じまんぐ
238	https://maimaidx-eng.com/maimai-mobile/img/Music/50b8ca28805478d2.png	Jimang Shot	じまんぐ	64	16	1	4	1	0	9.0	9.0	9.0	9.0							jimang shot, jimangu, Jimang Shot, じまんぐ
238	https://maimaidx-eng.com/maimai-mobile/img/Music/50b8ca28805478d2.png	Jimang Shot	じまんぐ	64	16	1	8	1	0	12.8	13.3	13.3	13.3							jimang shot, jimangu, Jimang Shot, じまんぐ
239	https://maimaidx-eng.com/maimai-mobile/img/Music/c1694a7ecbb79aeb.png	ってゐ！ ～えいえんてゐVer～	石鹸屋	32	16	1	1	1	0	4.0	4.0	4.0	4.0							ttei eienteiver, sekkenya, ってゐ！ ～えいえんてゐVer～, 石鹸屋
239	https://maimaidx-eng.com/maimai-mobile/img/Music/c1694a7ecbb79aeb.png	ってゐ！ ～えいえんてゐVer～	石鹸屋	32	16	1	2	1	0	6.0	6.0	6.0	6.0							ttei eienteiver, sekkenya, ってゐ！ ～えいえんてゐVer～, 石鹸屋
239	https://maimaidx-eng.com/maimai-mobile/img/Music/c1694a7ecbb79aeb.png	ってゐ！ ～えいえんてゐVer～	石鹸屋	32	16	1	4	1	0	8.7	8.7	8.7	8.7							ttei eienteiver, sekkenya, ってゐ！ ～えいえんてゐVer～, 石鹸屋
239	https://maimaidx-eng.com/maimai-mobile/img/Music/c1694a7ecbb79aeb.png	ってゐ！ ～えいえんてゐVer～	石鹸屋	32	16	1	8	1	0	12.0	12.0	12.0	12.0							ttei eienteiver, sekkenya, ってゐ！ ～えいえんてゐVer～, 石鹸屋
239	https://maimaidx-eng.com/maimai-mobile/img/Music/c1694a7ecbb79aeb.png	ってゐ！ ～えいえんてゐVer～	石鹸屋	32	16	1	16	1	0	12.7	13.2	13.2	13.2							ttei eienteiver, sekkenya, ってゐ！ ～えいえんてゐVer～, 石鹸屋
240	https://maimaidx-eng.com/maimai-mobile/img/Music/a4614df54b44afe8.png	東方妖々夢 ～the maximum moving about～	石鹸屋	64	16	1	1	1	0	5.0	5.0	5.0	5.0							thyume the maximum moving about, sekkenya, 東方妖々夢 ～the maximum moving about～, 石鹸屋
240	https://maimaidx-eng.com/maimai-mobile/img/Music/a4614df54b44afe8.png	東方妖々夢 ～the maximum moving about～	石鹸屋	64	16	1	2	1	0	7.0	7.0	7.0	7.0							thyume the maximum moving about, sekkenya, 東方妖々夢 ～the maximum moving about～, 石鹸屋
240	https://maimaidx-eng.com/maimai-mobile/img/Music/a4614df54b44afe8.png	東方妖々夢 ～the maximum moving about～	石鹸屋	64	16	1	4	1	0	8.7	8.7	8.7	8.7							thyume the maximum moving about, sekkenya, 東方妖々夢 ～the maximum moving about～, 石鹸屋
240	https://maimaidx-eng.com/maimai-mobile/img/Music/a4614df54b44afe8.png	東方妖々夢 ～the maximum moving about～	石鹸屋	64	16	1	8	1	0	12.8	13.3	13.3	13.3							thyume the maximum moving about, sekkenya, 東方妖々夢 ～the maximum moving about～, 石鹸屋
241	https://maimaidx-eng.com/maimai-mobile/img/Music/1bf3d25cad5ca3f1.png	Yet Another ”drizzly rain”	myu314 feat.あまね(COOL&CREATE)	32	16	1	1	1	0	4.0	4.0	4.0	4.0							yet another drizzly rain, myu314 featamanecoolcreate, Yet Another ”drizzly rain”, myu314 feat.あまね(COOL&CREATE)
241	https://maimaidx-eng.com/maimai-mobile/img/Music/1bf3d25cad5ca3f1.png	Yet Another ”drizzly rain”	myu314 feat.あまね(COOL&CREATE)	32	16	1	2	1	0	6.0	6.0	6.0	6.0							yet another drizzly rain, myu314 featamanecoolcreate, Yet Another ”drizzly rain”, myu314 feat.あまね(COOL&CREATE)
241	https://maimaidx-eng.com/maimai-mobile/img/Music/1bf3d25cad5ca3f1.png	Yet Another ”drizzly rain”	myu314 feat.あまね(COOL&CREATE)	32	16	1	4	1	0	9.0	9.0	9.0	9.0							yet another drizzly rain, myu314 featamanecoolcreate, Yet Another ”drizzly rain”, myu314 feat.あまね(COOL&CREATE)
241	https://maimaidx-eng.com/maimai-mobile/img/Music/1bf3d25cad5ca3f1.png	Yet Another ”drizzly rain”	myu314 feat.あまね(COOL&CREATE)	32	16	1	8	1	0	12.0	12.0	12.0	12.0							yet another drizzly rain, myu314 featamanecoolcreate, Yet Another ”drizzly rain”, myu314 feat.あまね(COOL&CREATE)
242	https://maimaidx-eng.com/maimai-mobile/img/Music/b4fc0cc12303d468.png	シアワセうさぎ	あまね＋ビートまりお(COOL＆CREATE)	8	16	1	1	1	0	4.0	4.0	4.0	4.0							shiawaseusagi, amanebtomariocoolcreate, シアワセうさぎ, あまね＋ビートまりお(COOL＆CREATE)
242	https://maimaidx-eng.com/maimai-mobile/img/Music/b4fc0cc12303d468.png	シアワセうさぎ	あまね＋ビートまりお(COOL＆CREATE)	8	16	1	2	1	0	6.0	6.0	6.0	6.0							shiawaseusagi, amanebtomariocoolcreate, シアワセうさぎ, あまね＋ビートまりお(COOL＆CREATE)
242	https://maimaidx-eng.com/maimai-mobile/img/Music/b4fc0cc12303d468.png	シアワセうさぎ	あまね＋ビートまりお(COOL＆CREATE)	8	16	1	4	1	0	7.7	7.7	7.7	7.7							shiawaseusagi, amanebtomariocoolcreate, シアワセうさぎ, あまね＋ビートまりお(COOL＆CREATE)
242	https://maimaidx-eng.com/maimai-mobile/img/Music/b4fc0cc12303d468.png	シアワセうさぎ	あまね＋ビートまりお(COOL＆CREATE)	8	16	1	8	1	0	10.0	10.0	10.0	10.0							shiawaseusagi, amanebtomariocoolcreate, シアワセうさぎ, あまね＋ビートまりお(COOL＆CREATE)
243	https://maimaidx-eng.com/maimai-mobile/img/Music/bc2476b4b947e10c.png	最速最高シャッターガール	ビートまりお(COOL＆CREATE)	8	16	1	1	1	0	3.0	3.0	3.0	3.0							saisokusaikshattgru, btomariocoolcreate, 最速最高シャッターガール, ビートまりお(COOL＆CREATE)
243	https://maimaidx-eng.com/maimai-mobile/img/Music/bc2476b4b947e10c.png	最速最高シャッターガール	ビートまりお(COOL＆CREATE)	8	16	1	2	1	0	7.0	7.0	7.0	7.0							saisokusaikshattgru, btomariocoolcreate, 最速最高シャッターガール, ビートまりお(COOL＆CREATE)
243	https://maimaidx-eng.com/maimai-mobile/img/Music/bc2476b4b947e10c.png	最速最高シャッターガール	ビートまりお(COOL＆CREATE)	8	16	1	4	1	0	9.7	9.7	9.7	9.7							saisokusaikshattgru, btomariocoolcreate, 最速最高シャッターガール, ビートまりお(COOL＆CREATE)
243	https://maimaidx-eng.com/maimai-mobile/img/Music/bc2476b4b947e10c.png	最速最高シャッターガール	ビートまりお(COOL＆CREATE)	8	16	1	8	1	0	12.0	12.0	12.0	12.0							saisokusaikshattgru, btomariocoolcreate, 最速最高シャッターガール, ビートまりお(COOL＆CREATE)
244	https://maimaidx-eng.com/maimai-mobile/img/Music/1f5a7a553d6dd749.png	最終鬼畜妹・一部声	ビートまりお	32	16	1	1	1	0	5.0	5.0	5.0	5.0							saishkichikuimtoichibugoe, btomario, 最終鬼畜妹・一部声, ビートまりお
244	https://maimaidx-eng.com/maimai-mobile/img/Music/1f5a7a553d6dd749.png	最終鬼畜妹・一部声	ビートまりお	32	16	1	2	1	0	7.0	7.0	7.0	7.0							saishkichikuimtoichibugoe, btomario, 最終鬼畜妹・一部声, ビートまりお
244	https://maimaidx-eng.com/maimai-mobile/img/Music/1f5a7a553d6dd749.png	最終鬼畜妹・一部声	ビートまりお	32	16	1	4	1	0	11.0	11.0	11.0	11.0							saishkichikuimtoichibugoe, btomario, 最終鬼畜妹・一部声, ビートまりお
244	https://maimaidx-eng.com/maimai-mobile/img/Music/1f5a7a553d6dd749.png	最終鬼畜妹・一部声	ビートまりお	32	16	1	8	1	0	13.8	13.8	13.8	13.8							saishkichikuimtoichibugoe, btomario, 最終鬼畜妹・一部声, ビートまりお
245	https://maimaidx-eng.com/maimai-mobile/img/Music/3ad0c2206eeb3435.png	ウサテイ	あまね＋ビートまりお(COOL＆CREATE)	4	16	1	1	1	0	5.0	5.0	5.0	5.0							usatei, amanebtomariocoolcreate, ウサテイ, あまね＋ビートまりお(COOL＆CREATE)
245	https://maimaidx-eng.com/maimai-mobile/img/Music/3ad0c2206eeb3435.png	ウサテイ	あまね＋ビートまりお(COOL＆CREATE)	4	16	1	2	1	0	6.0	6.0	6.0	6.0							usatei, amanebtomariocoolcreate, ウサテイ, あまね＋ビートまりお(COOL＆CREATE)
245	https://maimaidx-eng.com/maimai-mobile/img/Music/3ad0c2206eeb3435.png	ウサテイ	あまね＋ビートまりお(COOL＆CREATE)	4	16	1	4	1	0	9.7	9.7	9.7	9.7							usatei, amanebtomariocoolcreate, ウサテイ, あまね＋ビートまりお(COOL＆CREATE)
245	https://maimaidx-eng.com/maimai-mobile/img/Music/3ad0c2206eeb3435.png	ウサテイ	あまね＋ビートまりお(COOL＆CREATE)	4	16	1	8	1	0	13.6	13.9	13.9	13.9			1	1			usatei, amanebtomariocoolcreate, ウサテイ, あまね＋ビートまりお(COOL＆CREATE)
246	https://maimaidx-eng.com/maimai-mobile/img/Music/f997429f623af964.png	クレイジークレイジーダンサーズ	ビートまりお＋あまね（COOL&CREATE）	4096	16	1	1	1	0	4.0	4.0	4.0	4.0							kureijkureijdanszu, btomarioamanecoolcreate, クレイジークレイジーダンサーズ, ビートまりお＋あまね（COOL&CREATE）
246	https://maimaidx-eng.com/maimai-mobile/img/Music/f997429f623af964.png	クレイジークレイジーダンサーズ	ビートまりお＋あまね（COOL&CREATE）	4096	16	1	2	1	0	7.0	7.0	7.0	7.0							kureijkureijdanszu, btomarioamanecoolcreate, クレイジークレイジーダンサーズ, ビートまりお＋あまね（COOL&CREATE）
246	https://maimaidx-eng.com/maimai-mobile/img/Music/f997429f623af964.png	クレイジークレイジーダンサーズ	ビートまりお＋あまね（COOL&CREATE）	4096	16	1	4	1	0	9.7	9.7	9.7	9.7							kureijkureijdanszu, btomarioamanecoolcreate, クレイジークレイジーダンサーズ, ビートまりお＋あまね（COOL&CREATE）
246	https://maimaidx-eng.com/maimai-mobile/img/Music/f997429f623af964.png	クレイジークレイジーダンサーズ	ビートまりお＋あまね（COOL&CREATE）	4096	16	1	8	1	0	11.0	11.0	11.0	11.0							kureijkureijdanszu, btomarioamanecoolcreate, クレイジークレイジーダンサーズ, ビートまりお＋あまね（COOL&CREATE）
246	https://maimaidx-eng.com/maimai-mobile/img/Music/f997429f623af964.png	クレイジークレイジーダンサーズ	ビートまりお＋あまね（COOL&CREATE）	4096	16	1	16	1	0	13.3	13.3	13.3	13.3							kureijkureijdanszu, btomarioamanecoolcreate, クレイジークレイジーダンサーズ, ビートまりお＋あまね（COOL&CREATE）
247	https://maimaidx-eng.com/maimai-mobile/img/Music/58e2f5be569854ca.png	Help me, ERINNNNNN!!	ビートまりお(COOL＆CREATE)	4	16	1	1	1	0	5.0	5.0	5.0	5.0							help me, erinnnnnn, btomariocoolcreate, Help me, ERINNNNNN!!, ビートまりお(COOL＆CREATE)
247	https://maimaidx-eng.com/maimai-mobile/img/Music/58e2f5be569854ca.png	Help me, ERINNNNNN!!	ビートまりお(COOL＆CREATE)	4	16	1	2	1	0	6.0	6.0	6.0	6.0							help me, erinnnnnn, btomariocoolcreate, Help me, ERINNNNNN!!, ビートまりお(COOL＆CREATE)
247	https://maimaidx-eng.com/maimai-mobile/img/Music/58e2f5be569854ca.png	Help me, ERINNNNNN!!	ビートまりお(COOL＆CREATE)	4	16	1	4	1	0	10.0	10.0	10.0	10.0							help me, erinnnnnn, btomariocoolcreate, Help me, ERINNNNNN!!, ビートまりお(COOL＆CREATE)
247	https://maimaidx-eng.com/maimai-mobile/img/Music/58e2f5be569854ca.png	Help me, ERINNNNNN!!	ビートまりお(COOL＆CREATE)	4	16	1	8	1	0	11.7	11.7	11.7	11.7							help me, erinnnnnn, btomariocoolcreate, Help me, ERINNNNNN!!, ビートまりお(COOL＆CREATE)
248	https://maimaidx-eng.com/maimai-mobile/img/Music/c0333c130db37fb5.png	ナイト・オブ・ナイツ (Cranky Remix)	ビートまりお × Cranky	8192	16	2	1	1	0	4.0	4.0	4.0	4.0							naitoobunaitsu cranky remix, btomario  cranky, ナイト・オブ・ナイツ (Cranky Remix), ビートまりお × Cranky
248	https://maimaidx-eng.com/maimai-mobile/img/Music/c0333c130db37fb5.png	ナイト・オブ・ナイツ (Cranky Remix)	ビートまりお × Cranky	8192	16	2	2	1	0	7.0	7.0	7.0	7.0							naitoobunaitsu cranky remix, btomario  cranky, ナイト・オブ・ナイツ (Cranky Remix), ビートまりお × Cranky
248	https://maimaidx-eng.com/maimai-mobile/img/Music/c0333c130db37fb5.png	ナイト・オブ・ナイツ (Cranky Remix)	ビートまりお × Cranky	8192	16	2	4	1	0	10.0	10.0	10.0	10.0							naitoobunaitsu cranky remix, btomario  cranky, ナイト・オブ・ナイツ (Cranky Remix), ビートまりお × Cranky
248	https://maimaidx-eng.com/maimai-mobile/img/Music/c0333c130db37fb5.png	ナイト・オブ・ナイツ (Cranky Remix)	ビートまりお × Cranky	8192	16	2	8	1	0	13.2	13.2	13.2	13.2							naitoobunaitsu cranky remix, btomario  cranky, ナイト・オブ・ナイツ (Cranky Remix), ビートまりお × Cranky
249	https://maimaidx-eng.com/maimai-mobile/img/Music/541de4c8cadacd0e.png	ナイト・オブ・ナイツ	ビートまりお(COOL＆CREATE)	4	16	1	1	1	0	4.0	4.0	4.0	4.0							naitoobunaitsu, btomariocoolcreate, ナイト・オブ・ナイツ, ビートまりお(COOL＆CREATE)
249	https://maimaidx-eng.com/maimai-mobile/img/Music/541de4c8cadacd0e.png	ナイト・オブ・ナイツ	ビートまりお(COOL＆CREATE)	4	16	1	2	1	0	7.0	7.0	7.0	7.0							naitoobunaitsu, btomariocoolcreate, ナイト・オブ・ナイツ, ビートまりお(COOL＆CREATE)
249	https://maimaidx-eng.com/maimai-mobile/img/Music/541de4c8cadacd0e.png	ナイト・オブ・ナイツ	ビートまりお(COOL＆CREATE)	4	16	1	4	1	0	10.7	10.7	10.7	10.7							naitoobunaitsu, btomariocoolcreate, ナイト・オブ・ナイツ, ビートまりお(COOL＆CREATE)
249	https://maimaidx-eng.com/maimai-mobile/img/Music/541de4c8cadacd0e.png	ナイト・オブ・ナイツ	ビートまりお(COOL＆CREATE)	4	16	1	8	1	0	12.8	13.3	13.3	13.3	1						naitoobunaitsu, btomariocoolcreate, ナイト・オブ・ナイツ, ビートまりお(COOL＆CREATE)
